Time	SecL	RPM	MAP	Boost psi	TPS	TPSADC	MAF	MAFload	MAF volts	MAF Freq	AFR	MAT	CLT	Engine	Batt V	EGO cor1	Fuel: Air cor	Fuel: Warmup cor	Fuel: Baro cor	Fuel: Total cor	Fuel: Accel enrich	Fuel: Accel PW	VE1	PW	Duty Cycle1	VE2	PW2	Duty Cycle2	Seq PW1	Seq PW2	Seq PW3	Seq PW4	Seq PW5	Seq PW6	Seq PW7	Seq PW8	SPK: Spark Advance	SPK: Knock retard	Knock in	SPK: Cold advance	SPK: Traction retard	SPK: CEL retard	SPK: Fuel cut retard	SPK: External advance	SPK: Base Spark Advance	SPK: Idle Correction Advance	SPK: MAT Retard	SPK: Flex Advance	SPK: Spark Table 1	SPK: Spark Table 2	SPK: Spark Table 3	SPK: Spark Table 4	SPK: Revlim Retard	SPK: ALS Timing	SPK: Launch Timing	SPK: 3-step Timing	SPK: Launch VSS Retard	Dwell	Barometer	PWM Idle duty	Closed-loop idle target RPM	Closed-loop idle RPM error	Boost duty	Boost target 1	AFR 1 Target	AFR 2 Target	AFR 1 Error	AFR 2 Error	TPSdot	MAPdot	RPMdot	Wall fuel1	Wall fuel2	EAE1	EAE2	Load	Secondary load	Ign load	Secondary ign load	EAE load	AFR load	Injector timing pri	Injector timing sec	 Sensor 16 	canin1_8	canout1_8	canout9_16	Timing err	Lost sync count	Lost sync reason	Fuel flow cc/min	VSS1	VSS2	VSS1 ms-1	VSS2 ms-1	MPG(USA)	MPG(UK)	Gear	VSS1dot	VSS2dot	Status1	Status2	Status3	Status4	Status5	Status5s	Status6	Status7	Status8	TPS accel	MAP accel	Total accel	Launch retard timer	Launch timed retard	porta	portb	porteh	portk	portmj	portp	portt	CEL status	CEL status2	CEL error code	Fuel Temp2	Fuel Pressure2_kPa	Fuel Pressure2_psi	Fuel Pressure2_bar	Fuel temperature cor	Fuel pressure cor	Engine in cruise state	Engine accelerating slowly	Engine accelerating quickly	Engine decelerating slowly	Engine decelerating quickly	Engine in overrun	Engine idling	TC slip * time	Loop	CAN error bits	CAN error count	Power	Torque
s	s	RPM	kPa		%	ADC	g/sec	kPa	V		AFR	°F	°F	bit	v	%	%	%	%	%	%	ms	%	ms	%	%	ms	%	ms	ms	ms	ms	ms	ms	ms	ms	deg	deg	%	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	ms	kPa	%	rpm	rpm	%	%	AFR	AFR			%/s	kPa/s	rpm/sec	uS	uS	%	%	kPa	%	%	%	kPa	kPa	deg	deg					%			cc/min	MPH	MPH	ms-1	ms-1				ms-2	ms-2										%	%	%	s	deg	bit	bit	bit	bit	bit	bit	bit	bit	bit	bit	°C	kPa	psi	bar	%	%												HP	lbft
2.165	130	3383	120.5	3.1	100.0	953	0.00	0.0	0.000	30	12.90	70.7	175.6	1	13.7	100.0	99.6	100	100.5	100	100	0.000	61.5	7.632	21.5	61.5	7.632	21.5	7.563	7.563	7.563	7.563	0.000	0.000	0.000	0.000	22.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.2	0.0	0.0	0.0	22.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	34.9	900	2483	65	180	12.2	12.2	0.7	-12.2	1.9	0.0	350	25048	0	99	99	120.5	0.0	120.5	0.0	120.5	120.5	397.9	0.0	0.0	0	0	0	-4.0	0	0	197	37.1	36.5	16.6	16.3	11.9	14.3	3	1.6	1.4	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	1	0	87	254	128	0	197	0	0	0	37.6	78.3	11.5	0.8	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	NaN	NaN
2.234	130	3435	120.5	3.1	100.0	953	0.00	0.0	0.000	30	12.90	70.7	175.6	1	13.7	100.0	99.6	100	100.5	100	100	0.000	61.3	7.536	21.6	61.3	7.536	21.6	7.465	7.465	7.465	7.465	0.000	0.000	0.000	0.000	22.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.2	0.0	0.0	0.0	22.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	34.9	900	2535	65	180	12.2	12.2	0.7	-12.2	0.9	2.0	290	24560	0	98	98	120.5	0.0	120.5	0.0	120.5	120.5	397.9	0.0	0.0	0	0	0	4.0	0	0	197	37.4	36.7	16.7	16.4	12.0	14.4	3	1.7	1.5	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	8	0	87	254	136	8	228	0	0	0	37.6	78.3	11.5	0.8	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	NaN	NaN
2.297	130	3448	120.5	3.1	100.0	952	0.00	0.0	0.000	30	12.90	70.7	175.6	1	13.7	100.0	99.6	100	100.5	100	100	0.000	61.2	7.586	21.8	61.2	7.586	21.8	7.520	7.520	7.520	7.520	0.000	0.000	0.000	0.000	22.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.2	0.0	0.0	0.0	22.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	34.9	900	2548	65	180	12.2	12.2	0.7	-12.2	0.0	0.0	400	24151	0	99	99	120.5	0.0	120.5	0.0	120.5	120.5	397.9	0.0	0.0	0	0	0	-4.0	0	0	197	38.0	37.4	17.0	16.7	12.2	14.6	3	1.7	1.5	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	8	0	87	254	128	8	165	0	0	0	37.6	78.3	11.5	0.8	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	NaN	NaN
2.367	130	3478	120.3	3.1	99.8	952	0.00	0.0	0.000	30	12.90	70.7	175.6	1	13.7	100.0	99.6	100	100.5	100	100	0.000	61.0	7.561	21.9	61.0	7.561	21.9	7.494	7.494	7.494	7.494	0.000	0.000	0.000	0.000	22.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.3	0.0	0.0	0.0	22.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	34.9	900	2578	65	180	12.2	12.2	0.7	-12.2	-1.4	-3.0	260	24010	0	99	99	120.3	0.0	120.3	0.0	120.3	120.3	397.9	0.0	0.0	0	0	0	-4.0	0	0	197	38.3	37.6	17.1	16.8	12.3	14.7	3	1.7	1.5	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	8	0	87	254	128	0	241	0	0	0	37.6	78.5	11.5	0.8	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	NaN	NaN
2.435	130	3531	120.3	3.1	99.8	953	0.00	0.0	0.000	30	12.90	70.9	175.6	1	13.7	100.0	99.6	100	100.5	100	100	0.000	60.8	7.529	22.2	60.8	7.529	22.2	7.480	7.480	7.480	7.480	0.000	0.000	0.000	0.000	22.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.3	0.0	0.0	0.0	22.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	34.9	900	2631	65	180	12.2	12.2	0.7	-12.2	-1.7	0.0	440	23886	0	99	99	120.3	0.0	120.3	0.0	120.3	120.3	398.2	0.0	0.0	0	0	0	-4.0	0	0	197	38.5	38.0	17.2	17.0	12.4	14.8	3	1.7	1.5	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	8	0	87	254	128	8	161	0	0	0	37.6	78.5	11.5	0.8	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	NaN	NaN
2.504	130	3555	120.0	3.0	100.0	953	0.00	0.0	0.000	30	12.90	70.9	175.6	1	13.7	100.0	99.6	100	100.5	100	100	0.000	60.6	7.396	21.9	60.6	7.396	21.9	7.347	7.347	7.347	7.347	0.000	0.000	0.000	0.000	22.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.4	0.0	0.0	0.0	22.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	34.9	900	2655	65	180	12.2	12.2	0.7	-12.2	0.2	-5.0	390	23691	0	98	98	120.0	0.0	120.0	0.0	120.0	120.0	398.3	0.0	0.0	0	0	0	-3.0	0	0	197	39.1	38.5	17.5	17.2	12.6	15.1	3	1.8	1.7	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	8	0	87	254	128	8	129	0	0	0	37.6	78.7	11.6	0.8	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	NaN	NaN
2.574	130	3594	120.0	3.0	99.8	952	0.00	0.0	0.000	30	12.90	70.9	175.6	1	13.7	100.0	99.6	100	100.5	100	100	0.000	60.4	7.455	22.3	60.4	7.455	22.3	7.384	7.384	7.384	7.384	0.000	0.000	0.000	0.000	22.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.4	0.0	0.0	0.0	22.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	34.9	900	2694	65	180	12.2	12.2	0.7	-12.2	0.7	-1.0	460	23080	0	99	99	120.0	0.0	120.0	0.0	120.0	120.0	398.7	0.0	0.0	0	0	0	-3.0	0	0	197	39.4	38.7	17.6	17.3	12.7	15.1	3	1.8	1.7	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	8	0	87	254	136	0	244	0	0	0	37.6	78.8	11.6	0.8	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	NaN	NaN
2.643	130	3631	120.0	3.0	100.0	953	0.00	0.0	0.000	30	12.90	70.9	175.6	1	13.7	100.0	99.6	100	100.5	100	100	0.000	60.2	7.472	22.6	60.2	7.472	22.6	7.387	7.387	7.387	7.387	0.000	0.000	0.000	0.000	22.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.4	0.0	0.0	0.0	22.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	34.9	900	2731	65	180	12.2	12.2	0.7	-12.2	-2.1	-1.0	400	22866	0	99	99	120.0	0.0	120.0	0.0	120.0	120.0	399.1	0.0	0.0	0	0	0	4.0	0	0	197	39.6	39.1	17.7	17.5	12.7	15.2	3	1.8	1.7	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	0	2	87	254	136	8	132	0	0	0	37.6	78.8	11.6	0.8	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	NaN	NaN
2.712	130	3665	119.8	3.0	100.0	952	0.00	0.0	0.000	30	13.00	71.0	175.6	1	13.7	100.0	99.6	100	100.5	100	100	0.000	60.1	7.474	22.8	60.1	7.474	22.8	7.369	7.369	7.369	7.369	0.000	0.000	0.000	0.000	22.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.4	0.0	0.0	0.0	22.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	34.9	900	2765	65	180	12.2	12.2	0.8	-12.2	1.8	0.0	320	22768	0	99	99	119.8	0.0	119.8	0.0	119.8	119.8	399.3	0.0	0.0	0	0	0	-4.0	0	0	272	40.3	39.6	18.0	17.7	9.4	11.2	3	1.9	1.8	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	1	0	87	254	128	8	245	0	0	0	37.6	78.8	11.6	0.8	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	NaN	NaN
2.776	130	3676	119.5	3.0	99.8	951	0.00	0.0	0.000	30	13.00	71.0	175.6	1	13.7	100.0	99.6	100	100.5	100	100	0.000	60.0	7.399	22.7	60.0	7.399	22.7	7.328	7.328	7.328	7.328	0.000	0.000	0.000	0.000	22.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.5	0.0	0.0	0.0	22.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	34.9	900	2776	65	180	12.2	12.2	0.8	-12.2	-2.6	-4.0	290	22666	0	99	99	119.5	0.0	119.5	0.0	119.5	119.5	399.4	0.0	0.0	0	0	0	2.0	0	0	272	40.5	39.8	18.1	17.8	9.4	11.3	3	1.9	1.8	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	1	4	87	254	136	0	144	0	0	0	37.6	79.3	11.7	0.8	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	NaN	NaN
2.848	130	3724	119.5	3.0	99.8	952	0.00	0.0	0.000	30	13.00	71.0	175.6	1	13.7	100.0	99.6	100	100.5	100	100	0.000	59.7	7.313	22.7	59.7	7.313	22.7	7.273	7.273	7.273	7.273	0.000	0.000	0.000	0.000	22.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.5	0.0	0.0	0.0	22.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	34.9	900	2824	65	180	12.2	12.2	0.8	-12.2	-0.8	-1.0	440	22209	0	99	99	119.5	0.0	119.5	0.0	119.5	119.5	399.8	0.0	0.0	0	0	0	2.0	0	0	272	40.7	40.0	18.2	17.9	9.5	11.3	3	1.9	1.8	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	1	4	87	254	136	8	176	0	0	0	37.6	79.3	11.7	0.8	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	NaN	NaN
2.915	130	3738	119.3	2.9	99.8	952	0.00	0.0	0.000	30	13.00	71.0	175.6	1	13.7	100.0	99.6	100	100.5	100	100	0.000	59.6	7.306	22.8	59.6	7.306	22.8	7.318	7.318	7.318	7.318	0.000	0.000	0.000	0.000	22.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.6	0.0	0.0	0.0	22.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	34.9	900	2838	65	180	12.2	12.2	0.8	-12.2	0.2	-4.0	380	21755	0	100	100	119.3	0.0	119.3	0.0	119.3	119.3	400.0	0.0	0.0	0	0	0	-3.0	0	0	272	41.4	40.7	18.5	18.2	9.6	11.5	3	2.0	1.9	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	2	0	87	254	128	8	213	0	0	0	37.6	79.4	11.7	0.8	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	NaN	NaN
2.979	131	3806	119.3	2.9	99.8	952	0.00	0.0	0.000	30	13.00	71.0	175.6	1	13.7	100.0	99.6	100	100.5	100	100	0.000	59.4	7.339	23.3	59.4	7.339	23.3	7.271	7.271	7.271	7.271	0.000	0.000	0.000	0.000	22.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.6	0.0	0.0	0.0	22.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	34.9	900	2906	65	180	12.2	12.2	0.8	-12.2	-1.0	0.0	280	21442	0	99	99	119.3	0.0	119.3	0.0	119.3	119.3	400.7	0.0	0.0	0	0	0	-4.0	0	0	272	41.8	40.9	18.7	18.3	9.7	11.7	3	2.0	1.9	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	4	0	215	254	128	0	133	0	0	0	37.6	79.5	11.7	0.8	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	NaN	NaN
3.073	131	3832	119.1	2.9	99.8	952	0.00	0.0	0.000	30	13.00	71.0	175.6	1	13.7	100.0	99.6	100	100.5	100	100	0.000	59.4	7.345	23.5	59.4	7.345	23.5	7.275	7.275	7.275	7.275	0.000	0.000	0.000	0.000	22.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.7	0.0	0.0	0.0	22.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	34.9	900	2932	65	180	12.2	12.2	0.8	-12.2	0.3	-2.0	330	21330	0	99	99	119.1	0.0	119.1	0.0	119.1	119.1	400.8	0.0	0.0	0	0	0	-5.0	0	0	272	42.1	41.4	18.8	18.5	9.8	11.7	3	2.0	1.9	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	4	0	215	254	128	8	181	0	0	0	37.6	79.7	11.7	0.8	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	NaN	NaN
3.134	131	3865	119.3	2.9	99.8	953	0.00	0.0	0.000	30	13.00	71.0	175.6	1	13.7	100.0	99.6	100	100.5	100	100	0.000	59.6	7.386	23.8	59.6	7.386	23.8	7.314	7.314	7.314	7.314	0.000	0.000	0.000	0.000	22.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.6	0.0	0.0	0.0	22.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	34.9	900	2965	65	180	12.2	12.2	0.8	-12.2	0.0	0.0	310	21389	0	100	100	119.3	0.0	119.3	0.0	119.3	119.3	401.2	0.0	0.0	0	0	0	-5.0	0	0	272	42.5	42.1	19.0	18.8	9.9	11.8	3	2.1	2.0	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	2	0	87	254	128	0	229	0	0	0	37.6	79.5	11.7	0.8	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	NaN	NaN
3.199	131	3903	119.6	3.0	99.8	953	0.00	0.0	0.000	30	13.10	71.0	175.6	1	13.7	100.0	99.6	100	100.5	100	100	0.000	59.7	7.399	24.1	59.7	7.399	24.1	7.328	7.328	7.328	7.328	0.000	0.000	0.000	0.000	22.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.5	0.0	0.0	0.0	22.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	34.9	900	3003	65	180	12.2	12.2	0.9	-12.2	1.1	7.0	220	21078	0	99	99	119.6	0.0	119.6	0.0	119.6	119.6	401.6	0.0	0.0	0	0	0	5.0	0	0	272	42.9	42.3	19.2	18.9	10.0	12.0	3	2.1	2.0	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	2	8	87	254	136	0	148	0	0	0	37.6	79.3	11.7	0.8	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	NaN	NaN
3.262	131	3942	119.8	3.0	99.8	953	0.00	0.0	0.000	30	13.10	71.2	175.6	1	13.7	100.0	99.5	100	100.5	99	100	0.000	59.9	7.399	24.3	59.9	7.399	24.3	7.349	7.349	7.349	7.349	0.000	0.000	0.000	0.000	22.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.5	0.0	0.0	0.0	22.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	34.9	900	3042	65	180	12.2	12.2	0.9	-12.2	-0.5	3.0	280	20906	0	99	99	119.8	0.0	119.8	0.0	119.8	119.8	402.1	0.0	0.0	0	0	0	-5.0	0	0	272	43.2	42.5	19.3	19.0	10.1	12.0	3	2.1	2.0	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	4	0	215	254	136	8	245	0	0	0	37.6	79.1	11.6	0.8	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	NaN	NaN
3.326	131	3966	120.3	3.1	99.8	953	0.00	0.0	0.000	30	13.10	71.2	175.6	1	13.7	100.0	99.5	100	100.5	99	100	0.000	60.0	7.481	24.7	60.0	7.481	24.7	7.410	7.410	7.410	7.410	0.000	0.000	0.000	0.000	22.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.4	0.0	0.0	0.0	22.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	34.9	900	3066	65	180	12.2	12.2	0.9	-12.2	-2.9	7.0	450	20888	0	100	100	120.3	0.0	120.3	0.0	120.3	120.3	402.6	0.0	0.0	0	0	0	-4.0	0	0	272	43.6	43.2	19.5	19.3	10.2	12.2	3	2.2	2.1	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	4	1	87	254	136	8	244	0	0	0	37.6	78.5	11.5	0.8	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	NaN	NaN
3.390	131	3995	120.6	3.1	99.8	952	0.00	0.0	0.000	30	13.10	71.2	175.6	1	13.7	100.0	99.5	100	100.5	99	100	0.000	60.2	7.520	25.0	60.2	7.520	25.0	7.446	7.446	7.446	7.446	0.000	0.000	0.000	0.000	22.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.3	0.0	0.0	0.0	22.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	34.9	900	3095	65	180	12.2	12.2	0.9	-12.2	-0.2	6.0	300	21011	0	100	100	120.6	0.0	120.6	0.0	120.6	120.6	402.8	0.0	0.0	0	0	0	-4.0	0	0	272	44.1	43.4	19.7	19.4	10.3	12.3	3	2.2	2.1	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	8	0	87	254	128	0	149	0	0	0	37.6	78.3	11.5	0.8	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	NaN	NaN
3.454	131	4046	121.0	3.2	99.8	952	0.00	0.0	0.000	30	13.10	71.2	175.6	1	13.7	100.0	99.5	100	100.5	99	100	0.000	60.4	7.565	25.5	60.4	7.565	25.5	7.390	7.390	7.390	7.390	0.000	0.000	0.000	0.000	22.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.2	0.0	0.0	0.0	22.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	34.9	900	3146	65	180	12.2	12.2	0.9	-12.2	0.8	7.0	350	21144	0	98	98	121.0	0.0	121.0	0.0	121.0	121.0	403.6	0.0	0.0	0	0	0	3.0	0	0	272	44.3	43.6	19.8	19.5	10.3	12.3	3	2.2	2.1	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	1	0	87	254	136	8	133	0	0	0	37.6	77.8	11.4	0.8	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	NaN	NaN
3.518	131	4058	121.3	3.2	100.0	953	0.00	0.0	0.000	30	13.10	71.2	175.6	1	13.7	100.0	99.5	100	100.5	99	100	0.000	60.5	7.550	25.5	60.5	7.550	25.5	7.491	7.491	7.491	7.491	0.000	0.000	0.000	0.000	22.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.1	0.0	0.0	0.0	22.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	34.9	900	3158	65	180	12.2	12.2	0.9	-12.2	2.2	1.0	270	20810	0	99	99	121.3	0.0	121.3	0.0	121.3	121.3	403.7	0.0	0.0	0	0	0	5.0	0	0	272	44.7	44.1	20.0	19.7	10.4	12.5	3	2.3	2.2	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	2	4	87	254	136	8	144	0	0	0	37.6	77.6	11.4	0.8	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	NaN	NaN
3.587	131	4090	121.8	3.3	100.0	953	0.00	0.0	0.000	30	13.10	71.2	175.6	1	13.7	100.0	99.5	100	100.5	99	100	0.000	60.7	7.602	25.9	60.7	7.602	25.9	7.531	7.531	7.531	7.531	0.000	0.000	0.000	0.000	21.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.9	0.0	0.0	0.0	21.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	34.9	900	3190	65	180	12.2	12.2	0.9	-12.2	-0.2	5.0	200	20631	0	99	99	121.8	0.0	121.8	0.0	121.8	121.8	404.2	0.0	0.0	0	0	0	-2.0	0	0	272	45.2	44.5	20.2	19.9	10.5	12.6	3	2.3	2.2	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	2	8	87	254	136	8	244	0	0	0	37.6	77.3	11.4	0.8	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	NaN	NaN
3.657	131	4129	122.0	3.3	100.0	953	0.00	0.0	0.000	30	13.00	71.2	175.6	1	13.7	100.0	99.5	100	100.5	99	100	0.000	60.8	7.551	26.0	60.8	7.551	26.0	7.496	7.496	7.496	7.496	0.000	0.000	0.000	0.000	21.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.8	0.0	0.0	0.0	21.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	34.9	900	3229	65	180	12.2	12.2	0.8	-12.2	-1.0	4.0	310	20453	0	98	98	122.0	0.0	122.0	0.0	122.0	122.0	404.6	0.0	0.0	0	0	0	-3.0	0	0	272	45.4	44.7	20.3	20.0	10.6	12.7	3	2.3	2.2	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	8	0	87	254	128	0	225	0	0	0	37.6	76.8	11.3	0.8	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	NaN	NaN
3.721	131	4172	122.5	3.4	99.8	953	0.00	0.0	0.000	30	13.00	71.3	175.6	1	13.7	100.0	99.5	100	100.5	99	100	0.000	61.0	7.688	26.7	61.0	7.688	26.7	7.617	7.617	7.617	7.617	0.000	0.000	0.000	0.000	21.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.7	0.0	0.0	0.0	21.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	34.9	900	3272	65	180	12.2	12.2	0.8	-12.2	-2.2	3.0	360	20190	0	99	99	122.5	0.0	122.5	0.0	122.5	122.5	405.2	0.0	0.0	0	0	0	1.0	0	0	339	45.6	45.0	20.4	20.1	8.5	10.2	3	2.4	2.3	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	1	4	87	254	136	8	240	0	0	0	37.6	76.4	11.2	0.8	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	NaN	NaN
3.790	131	4201	123.0	3.5	99.8	953	0.00	0.0	0.000	30	13.00	71.3	175.6	1	13.7	100.0	99.5	100	100.5	99	100	0.000	61.1	7.737	27.1	61.1	7.737	27.1	7.666	7.666	7.666	7.666	0.000	0.000	0.000	0.000	21.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.5	0.0	0.0	0.0	21.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	34.9	900	3301	65	180	12.2	12.2	0.8	-12.2	-1.2	10.0	350	20232	0	100	100	123.0	0.0	123.0	0.0	123.0	123.0	405.6	0.0	0.0	0	0	0	2.0	0	0	339	46.3	45.6	20.7	20.4	8.7	10.4	3	2.4	2.3	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	6	8	87	254	136	8	212	0	0	0	37.6	75.8	11.1	0.7	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	NaN	NaN
3.860	131	4238	123.5	3.5	99.8	952	0.00	0.0	0.000	30	13.10	71.3	175.6	1	13.7	100.0	99.5	100	100.5	99	100	0.000	61.3	7.813	27.6	61.3	7.813	27.6	7.721	7.721	7.721	7.721	0.000	0.000	0.000	0.000	21.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.3	0.0	0.0	0.0	21.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	34.9	900	3338	65	180	12.2	12.2	0.9	-12.2	-2.9	9.0	260	20353	0	100	100	123.5	0.0	123.5	0.0	123.5	123.5	406.2	0.0	0.0	0	0	0	-4.0	0	0	339	46.5	45.9	20.8	20.5	8.7	10.4	3	2.4	2.3	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	8	0	87	254	128	0	245	0	0	0	37.6	75.5	11.1	0.7	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	NaN	NaN
